conversation_id,participant_id,comment_id,comment_text,is_seed,comment_created_at,vote,reaction_created_at
demo-delib-2026-03,p042,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p042,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p042,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p043,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p043,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p043,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p043,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p043,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p044,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p044,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p044,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p044,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p044,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p045,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p045,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p045,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p045,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p045,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p046,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p046,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p046,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p046,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p046,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p047,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p047,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p047,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p047,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p047,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p048,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p048,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p048,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p048,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p048,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p049,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p049,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p049,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p049,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p049,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p050,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p050,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p050,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p050,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p050,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p051,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p051,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p051,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p051,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p051,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p052,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p052,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p052,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p052,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p052,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p053,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p053,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p053,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p053,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p053,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p054,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p054,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p054,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p054,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p054,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p055,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p055,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p055,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p055,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p055,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p056,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p056,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p056,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p056,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p056,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p057,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p057,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p057,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p057,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p057,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p058,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p058,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p058,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p058,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p058,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p059,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p059,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p059,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p059,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p059,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p060,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p060,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p060,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p060,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p060,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
